,Solar thermal,Wood,Heating oil,Energy sources for heat pump,Others,Gas,None,District heating,Electricity,KANTONSNUM
Greifensee,0,0,0,8,0,0,0,0,2,1
Maur,0,1,1,88,0,0,0,1,0,1
Mönchaltorf,0,0,0,29,0,0,0,0,0,1
Schwerzenbach,0,0,0,13,0,0,0,0,0,1
Uster,0,12,0,66,0,37,0,7,0,1
Volketswil,0,7,0,26,0,12,0,0,0,1
Wangen-Brüttisellen,0,0,1,25,6,15,0,0,2,1
Altikon,0,0,0,4,0,0,0,0,0,1
Brütten,0,0,0,19,0,0,0,0,0,1
Dägerlen,0,1,0,5,0,0,0,0,0,1
Dättlikon,0,4,0,10,0,0,0,0,0,1
Dinhard,0,3,0,24,0,0,0,0,0,1
Ellikon an der Thur,0,1,0,8,0,0,0,0,0,1
Elsau,0,0,0,21,0,0,0,0,0,1
Hagenbuch,0,1,0,13,0,0,0,0,0,1
Hettlingen,0,1,0,27,0,0,0,0,0,1
Neftenbach,0,1,0,32,0,0,0,3,0,1
Pfungen,0,0,0,31,0,5,0,1,0,1
Rickenbach (ZH),0,0,0,19,0,0,0,0,0,1
Schlatt (ZH),0,0,0,13,0,0,0,0,0,1
Seuzach,1,3,1,36,0,0,0,1,0,1
Turbenthal,0,2,1,73,0,0,0,5,0,1
Winterthur,0,11,0,236,0,38,0,91,0,1
Zell (ZH),0,12,3,58,0,0,0,0,0,1
Aesch (ZH),0,3,0,31,0,0,0,0,0,1
Birmensdorf (ZH),0,0,1,55,0,3,0,1,0,1
Dietikon,0,0,0,27,0,8,0,22,0,1
Geroldswil,0,0,0,13,1,2,0,4,0,1
Oberengstringen,0,0,0,14,0,8,0,0,0,1
Oetwil an der Limmat,0,0,0,14,0,0,0,0,0,1
Schlieren,0,0,0,9,0,6,0,27,0,1
Uitikon,0,0,1,63,0,0,0,0,0,1
Unterengstringen,0,0,0,18,0,2,0,1,0,1
Urdorf,0,1,0,26,0,14,0,0,0,1
Weiningen (ZH),0,0,0,9,0,3,0,1,0,1
Zürich,0,13,4,569,7,85,0,280,1,1
Andelfingen,0,0,0,33,0,1,0,5,0,1
Stammheim,3,3,2,33,0,0,0,7,0,1
Wädenswil,1,7,1,65,0,20,0,0,0,1
Elgg,0,9,0,17,0,0,0,0,0,1
Horgen,0,2,0,96,0,3,0,4,0,1
Illnau-Effretikon,0,4,1,44,0,1,0,2,0,1
Bauma,0,6,1,40,0,0,0,0,0,1
Wiesendangen,0,1,0,48,0,5,0,0,0,1
Aarberg,0,0,1,13,0,1,0,0,0,2
Bargen (BE),0,1,0,17,0,0,0,0,0,2
Grossaffoltern,0,3,0,23,0,0,0,3,0,2
Kallnach,0,0,0,13,0,0,0,1,0,2
Kappelen,0,0,0,14,0,0,0,0,0,2
Lyss,1,33,0,82,0,2,0,38,1,2
Meikirch,0,3,0,18,0,0,0,2,0,2
Radelfingen,0,1,0,6,0,0,0,1,0,2
Rapperswil (BE),0,1,0,16,0,0,0,2,0,2
Schüpfen,0,0,0,9,0,0,0,3,0,2
Seedorf (BE),0,3,0,24,1,0,0,12,0,2
Aarwangen,0,0,0,35,0,0,0,3,0,2
Auswil,0,2,0,3,0,0,0,0,0,2
Bannwil,0,1,0,2,0,0,0,0,0,2
Bleienbach,0,0,0,16,0,0,0,0,0,2
Busswil bei Melchnau,0,0,0,1,0,0,0,0,0,2
Gondiswil,0,0,0,3,0,0,0,0,0,2
Langenthal,0,4,1,38,6,9,0,0,0,2
Lotzwil,0,0,0,32,0,5,0,1,0,2
Madiswil,0,0,0,27,0,0,0,1,0,2
Melchnau,0,1,0,2,0,0,0,10,0,2
Oeschenbach,0,0,0,0,0,0,0,0,0,2
Reisiswil,0,0,0,2,0,0,0,0,0,2
Roggwil (BE),2,0,4,39,0,0,0,4,1,2
Rohrbach,0,0,0,11,0,0,0,11,0,2
Rohrbachgraben,0,0,0,1,0,0,0,0,0,2
Rütschelen,0,0,0,2,0,0,0,1,0,2
Schwarzhäusern,0,0,0,8,0,0,0,0,0,2
Thunstetten,0,1,0,33,0,0,0,2,0,2
Ursenbach,0,0,0,5,0,0,0,0,0,2
Wynau,0,1,0,15,5,0,0,0,0,2
Bern,0,6,1,45,1,17,0,22,0,2
Bolligen,0,1,0,17,0,0,0,4,0,2
Bremgarten bei Bern,0,0,0,3,0,0,0,0,0,2
Kirchlindach,0,0,0,11,0,0,0,12,0,2
Köniz,3,16,0,62,0,6,0,9,0,2
Muri bei Bern,0,0,0,42,1,3,0,2,0,2
Oberbalm,0,0,0,1,0,0,0,0,0,2
Stettlen,0,2,0,10,1,0,0,0,0,2
Vechigen,1,4,0,18,0,0,0,21,2,2
Wohlen bei Bern,0,6,1,23,0,0,0,0,0,2
Zollikofen,0,0,1,15,0,1,0,18,0,2
Ittigen,0,0,0,8,0,1,0,0,0,2
Ostermundigen,0,11,6,30,0,5,0,0,2,2
Biel/Bienne,0,2,1,57,0,17,0,34,0,2
Evilard,0,2,0,6,0,0,0,0,0,2
Arch,0,1,0,18,0,6,0,0,0,2
Büetigen,0,0,0,9,0,0,0,9,0,2
Büren an der Aare,0,0,1,13,0,0,0,5,0,2
Diessbach bei Büren,0,0,0,5,0,0,0,0,0,2
Dotzigen,0,0,0,23,0,0,0,0,0,2
Lengnau (BE),0,0,1,36,0,1,0,1,0,2
Leuzigen,0,0,0,13,0,0,0,0,0,2
Meienried,0,0,0,0,0,0,0,0,0,2
Meinisberg,0,0,0,11,0,0,0,0,0,2
Oberwil bei Büren,0,1,0,8,0,0,0,1,0,2
Pieterlen,0,13,0,58,0,0,0,0,0,2
Rüti bei Büren,0,1,0,10,0,0,0,0,0,2
Wengi,0,4,0,4,0,0,0,0,0,2
Aefligen,0,0,0,13,0,1,0,0,0,2
Alchenstorf,0,0,0,3,0,0,0,2,0,2
Bäriswil,0,3,0,4,0,0,0,3,0,2
Burgdorf,1,10,1,16,0,2,0,4,0,2
Ersigen,0,7,0,11,0,0,0,0,0,2
Hasle bei Burgdorf,0,4,0,16,0,0,0,0,0,2
Heimiswil,0,1,1,10,0,0,0,0,0,2
Hellsau,0,0,0,2,0,0,0,2,0,2
Hindelbank,0,0,0,5,0,0,0,13,0,2
Höchstetten,0,0,0,1,0,0,0,0,0,2
Kernenried,0,0,0,1,0,0,0,0,0,2
Kirchberg (BE),0,0,0,38,2,2,0,0,0,2
Koppigen,0,1,0,12,0,0,0,7,0,2
Krauchthal,0,1,0,23,0,0,0,1,1,2
Lyssach,0,0,0,3,0,0,0,2,0,2
Oberburg,0,0,0,12,0,1,0,0,0,2
Rüdtligen-Alchenflüh,0,0,0,6,0,0,0,0,0,2
Rumendingen,0,0,0,0,0,0,0,0,0,2
Rüti bei Lyssach,0,0,0,0,0,0,0,0,0,2
Willadingen,0,0,0,0,0,0,0,0,0,2
Wynigen,0,3,0,14,0,0,0,1,0,2
Corgémont,0,0,0,20,0,0,0,0,0,2
Cormoret,0,1,1,2,0,0,0,0,0,2
Cortébert,0,1,0,1,0,0,0,0,0,2
Courtelary,0,0,0,21,0,0,0,2,0,2
La Ferrière,1,1,0,2,1,0,0,0,0,2
Mont-Tramelan,0,0,0,0,0,0,0,0,0,2
Orvin,0,0,0,2,0,0,0,0,0,2
Renan (BE),0,0,2,9,0,0,0,0,0,2
Romont (BE),0,1,0,4,0,0,0,0,0,2
Saint-Imier,0,3,4,16,0,3,0,0,0,2
Sonceboz-Sombeval,0,1,0,19,0,0,0,0,0,2
Sonvilier,0,1,3,1,0,2,0,0,2,2
Tramelan,0,5,0,80,0,0,0,0,0,2
Villeret,0,0,0,2,0,2,0,0,0,2
Sauge,0,0,0,5,0,0,0,0,0,2
Péry-La Heutte,0,0,0,10,0,0,0,0,0,2
Brüttelen,0,1,0,4,0,0,0,0,2,2
Erlach,1,0,0,0,0,0,0,0,0,2
Finsterhennen,0,0,0,7,0,0,0,0,0,2
Gals,0,0,0,9,0,0,0,1,0,2
Gampelen,0,1,1,6,0,0,0,0,2,2
Ins,0,4,0,32,0,3,0,1,0,2
Lüscherz,0,2,0,7,0,0,0,0,0,2
Müntschemier,0,0,0,26,0,0,0,1,0,2
Siselen,0,2,0,4,0,0,0,0,0,2
Treiten,0,0,0,1,0,0,0,0,0,2
Tschugg,0,0,0,10,0,0,0,0,0,2
Vinelz,0,0,0,3,0,0,0,3,0,2
Bätterkinden,1,0,0,10,0,3,0,0,0,2
Deisswil bei Münchenbuchsee,0,1,0,0,0,0,0,1,0,2
Fraubrunnen,0,3,0,68,0,0,0,6,0,2
Jegenstorf,0,11,0,12,0,0,0,15,0,2
Iffwil,0,0,0,0,0,0,0,0,0,2
Mattstetten,0,0,0,1,0,0,0,1,0,2
Moosseedorf,0,11,0,1,0,0,0,3,0,2
Münchenbuchsee,0,5,0,15,0,0,0,33,1,2
Urtenen-Schönbühl,0,0,0,9,0,0,0,0,0,2
Utzenstorf,0,2,0,30,0,2,0,1,0,2
Wiggiswil,0,0,0,0,0,0,0,0,0,2
Wiler bei Utzenstorf,0,0,0,24,0,0,0,0,0,2
Zielebach,0,0,0,1,0,0,0,0,0,2
Zuzwil (BE),0,1,0,0,0,0,0,1,0,2
Adelboden,1,7,2,10,0,0,0,6,1,2
Aeschi bei Spiez,0,4,0,16,0,0,0,0,0,2
Frutigen,1,8,0,33,0,0,0,9,0,2
Kandergrund,0,3,0,7,0,0,0,0,0,2
Kandersteg,0,3,1,9,0,0,0,1,0,2
Krattigen,0,1,0,4,0,0,0,0,0,2
Reichenbach im Kandertal,0,1,0,22,0,0,0,0,0,2
Beatenberg,0,2,0,7,0,0,0,0,0,2
Bönigen,0,0,1,14,0,3,0,0,2,2
Brienz (BE),0,5,1,32,0,0,0,1,0,2
Brienzwiler,0,3,0,4,0,0,0,0,1,2
Därligen,0,1,0,1,0,0,0,0,0,2
Grindelwald,1,7,3,30,0,0,1,8,1,2
Gsteigwiler,0,0,0,0,0,0,0,3,0,2
Gündlischwand,0,1,0,1,0,0,0,0,0,2
Habkern,0,0,0,0,0,0,0,0,0,2
Hofstetten bei Brienz,1,1,0,2,0,0,0,0,0,2
Interlaken,0,1,1,4,0,2,0,20,0,2
Iseltwald,0,0,0,2,0,0,0,0,0,2
Lauterbrunnen,0,2,0,8,0,0,0,0,0,2
Leissigen,0,9,0,27,0,0,0,0,0,2
Lütschental,0,0,0,1,0,0,0,0,0,2
Matten bei Interlaken,0,0,0,15,0,3,0,13,0,2
Niederried bei Interlaken,0,0,0,11,0,0,0,0,0,2
Oberried am Brienzersee,0,0,1,6,0,0,0,0,0,2
Ringgenberg (BE),0,2,0,13,0,0,0,0,0,2
Saxeten,0,0,0,0,0,0,0,0,0,2
Schwanden bei Brienz,0,1,0,9,0,0,0,0,0,2
Unterseen,0,0,1,16,1,13,0,10,1,2
Wilderswil,0,1,0,12,0,0,0,2,0,2
Arni (BE),0,3,0,3,0,0,0,0,0,2
Biglen,0,0,0,22,0,0,0,0,0,2
Bowil,0,1,0,5,0,0,0,0,0,2
Brenzikofen,0,0,0,1,0,0,0,0,0,2
Freimettigen,0,0,0,1,0,0,0,0,0,2
Grosshöchstetten,0,1,1,27,2,0,0,0,0,2
Häutligen,0,0,0,1,0,0,0,0,0,2
Herbligen,0,1,0,1,0,0,0,0,0,2
Kiesen,0,0,0,1,0,0,0,0,0,2
Konolfingen,1,4,1,37,2,0,0,1,0,2
Landiswil,0,0,0,0,0,0,0,1,0,2
Linden,0,0,0,4,0,0,0,6,0,2
Mirchel,0,0,0,0,0,0,0,1,0,2
Münsingen,0,3,0,29,0,0,0,37,0,2
Niederhünigen,0,1,0,6,0,0,0,0,0,2
Oberdiessbach,0,1,0,12,0,0,0,6,0,2
Oberthal,0,3,0,0,0,0,0,0,0,2
Oppligen,0,0,0,2,0,0,0,0,0,2
Rubigen,0,5,0,4,0,0,0,0,0,2
Walkringen,0,1,0,9,0,0,0,1,2,2
Worb,0,5,1,19,0,0,0,0,0,2
Zäziwil,1,4,0,7,0,0,0,0,0,2
Oberhünigen,0,0,0,1,0,0,0,0,0,2
Allmendingen,0,0,0,2,0,0,0,0,0,2
Wichtrach,0,1,0,25,0,0,0,0,0,2
Ferenbalm,0,1,0,11,0,0,0,0,0,2
Frauenkappelen,0,9,0,1,0,0,0,0,0,2
Gurbrü,0,0,0,0,0,0,0,0,0,2
Kriechenwil,0,1,0,2,0,0,0,4,0,2
Laupen,0,26,0,7,0,0,0,10,0,2
Mühleberg,0,2,0,19,0,0,0,0,0,2
Münchenwiler,0,0,0,9,0,0,0,0,0,2
Neuenegg,0,1,0,28,2,1,0,1,0,2
Wileroltigen,0,0,0,0,0,0,0,0,0,2
Belprahon,0,0,0,1,0,0,0,0,0,2
Champoz,0,0,0,3,0,0,0,0,0,2
Corcelles (BE),0,0,0,0,0,0,0,0,0,2
Court,0,2,1,4,0,0,0,0,0,2
Crémines,1,0,0,2,1,0,0,0,0,2
Eschert,0,0,0,2,0,0,0,0,0,2
Grandval,0,0,0,5,0,0,0,0,0,2
Loveresse,0,0,0,10,0,0,0,0,0,2
Perrefitte,0,0,0,8,0,0,0,0,0,2
Reconvilier,0,1,0,9,0,0,0,3,0,2
Roches (BE),0,0,0,1,0,0,0,0,0,2
Saicourt,0,1,1,4,0,0,0,0,0,2
Saules (BE),0,0,0,0,0,0,0,0,0,2
Schelten,0,0,0,0,0,0,0,0,0,2
Seehof,0,0,0,0,0,0,0,0,0,2
Sorvilier,0,2,0,1,0,0,0,0,0,2
Tavannes,0,0,0,8,0,0,0,0,0,2
Rebévelier,0,0,0,0,0,0,0,0,0,2
Petit-Val,0,1,0,0,0,0,0,0,0,2
Valbirse,0,1,1,17,0,0,1,1,0,2
La Neuveville,0,4,0,24,0,0,0,0,0,2
Nods,0,2,0,3,0,0,0,0,0,2
Plateau de Diesse,0,4,1,18,0,0,0,0,0,2
Aegerten,0,3,0,24,0,0,0,0,0,2
Bellmund,0,4,0,15,0,0,0,0,0,2
Brügg,0,5,1,11,0,0,0,1,0,2
Bühl,0,0,0,13,0,0,0,0,0,2
Epsach,0,0,0,4,0,0,0,0,0,2
Hagneck,0,0,0,2,0,0,0,0,0,2
Hermrigen,0,0,0,10,0,0,0,0,0,2
Jens,0,0,0,0,0,0,0,0,0,2
Ipsach,0,0,0,1,0,1,0,0,0,2
Ligerz,0,1,0,1,0,0,0,1,0,2
Merzligen,0,0,0,3,0,0,0,2,0,2
Mörigen,0,0,0,6,0,0,0,0,0,2
Nidau,0,5,0,4,0,3,0,0,0,2
Orpund,0,11,1,21,0,1,0,0,0,2
Port,0,29,0,18,0,0,0,2,0,2
Safnern,0,0,0,14,0,0,0,0,0,2
Scheuren,0,7,0,3,0,0,0,1,0,2
Schwadernau,0,0,0,4,0,0,0,0,0,2
Studen (BE),0,1,0,20,0,1,0,0,0,2
Sutz-Lattrigen,0,0,0,4,0,0,0,0,0,2
Täuffelen,0,2,1,21,0,0,1,0,0,2
Walperswil,0,0,0,13,0,0,0,0,0,2
Worben,0,4,0,15,0,0,0,0,0,2
Twann-Tüscherz,0,1,0,9,1,0,0,1,0,2
Därstetten,0,0,0,9,0,0,0,1,0,2
Diemtigen,1,3,0,34,0,0,0,3,0,2
Erlenbach im Simmental,0,2,0,10,0,0,0,2,0,2
Oberwil im Simmental,0,0,0,4,0,0,0,0,0,2
Reutigen,0,3,0,6,0,0,0,1,0,2
Spiez,0,29,0,65,0,0,0,0,1,2
Wimmis,0,0,0,11,0,0,0,20,0,2
Stocken-Höfen,0,1,0,9,0,0,0,0,0,2
Guttannen,0,0,0,0,0,0,0,0,0,2
Hasliberg,0,3,0,13,0,0,0,0,1,2
Innertkirchen,0,0,0,8,0,0,0,1,0,2
Meiringen,0,4,0,28,0,0,0,9,0,2
Schattenhalb,0,2,0,4,0,0,0,0,0,2
Boltigen,0,0,0,3,0,0,0,2,0,2
Lenk,0,8,4,14,0,0,0,2,0,2
St. Stephan,0,4,0,4,0,0,0,0,0,2
Zweisimmen,0,3,0,17,0,0,0,3,0,2
Gsteig,0,2,0,4,0,5,1,3,0,2
Lauenen,0,11,1,1,0,3,0,0,0,2
Saanen,0,23,6,43,2,1,1,33,0,2
Guggisberg,0,0,1,1,0,0,0,1,1,2
Rüschegg,0,4,0,14,0,1,0,5,0,2
Schwarzenburg,0,3,0,21,0,0,0,7,0,2
Belp,0,7,0,15,0,0,0,8,0,2
Burgistein,0,0,1,10,0,0,0,5,2,2
Gerzensee,0,0,1,13,0,0,0,0,0,2
Gurzelen,0,0,0,0,0,0,0,2,0,2
Jaberg,0,0,4,12,0,0,0,0,0,2
Kaufdorf,0,0,0,10,0,0,0,0,0,2
Kehrsatz,0,8,1,3,0,0,0,0,0,2
Kirchdorf (BE),0,0,0,16,0,0,0,0,0,2
Niedermuhlern,0,0,0,13,0,0,0,0,0,2
Riggisberg,0,1,0,26,0,0,0,12,0,2
Rüeggisberg,0,1,0,0,0,0,0,0,0,2
Seftigen,0,0,1,2,0,0,0,0,0,2
Toffen,0,1,0,9,7,0,0,0,2,2
Uttigen,0,3,0,36,0,0,0,0,0,2
Wattenwil,0,6,3,25,0,0,0,5,1,2
Wald (BE),0,0,0,6,0,0,0,0,0,2
Thurnen,0,1,0,26,0,0,0,0,0,2
Eggiwil,0,0,0,20,0,0,0,2,0,2
Langnau im Emmental,0,5,4,44,0,0,0,5,0,2
Lauperswil,0,2,0,13,0,0,0,0,0,2
Röthenbach im Emmental,0,1,0,1,0,0,1,5,0,2
Rüderswil,0,2,0,8,0,0,0,0,1,2
Schangnau,0,1,0,4,0,0,0,0,0,2
Signau,0,1,0,11,0,0,0,0,0,2
Trub,0,5,0,2,0,0,0,0,0,2
Trubschachen,0,0,0,24,0,0,0,0,0,2
Amsoldingen,0,0,3,5,0,0,0,0,1,2
Blumenstein,0,1,2,2,0,0,0,3,0,2
Buchholterberg,0,1,0,4,0,0,0,0,0,2
Eriz,0,0,0,0,0,0,0,0,0,2
Fahrni,0,0,0,4,3,0,0,0,0,2
Heiligenschwendi,0,3,0,2,0,0,0,7,0,2
Heimberg,0,0,0,27,0,1,0,2,0,2
Hilterfingen,0,0,2,20,3,8,0,0,0,2
Homberg,0,0,0,1,0,0,0,0,0,2
Horrenbach-Buchen,0,0,0,0,0,0,0,0,0,2
Oberhofen am Thunersee,0,1,0,12,0,0,0,0,0,2
Oberlangenegg,0,0,0,4,0,0,0,0,0,2
Pohlern,0,0,0,0,0,0,0,0,0,2
Sigriswil,1,4,1,25,2,0,0,0,1,2
Steffisburg,0,1,0,58,0,1,0,7,0,2
Teuffenthal (BE),0,1,0,0,0,0,0,0,0,2
Thierachern,0,1,0,20,0,0,0,0,0,2
Thun,2,2,1,76,0,19,0,0,0,2
Uebeschi,0,2,2,13,0,0,0,0,0,2
Uetendorf,0,0,1,23,0,0,0,0,0,2
Unterlangenegg,0,0,0,26,0,0,0,2,0,2
Wachseldorn,0,1,0,0,0,0,0,0,0,2
Forst-Längenbühl,1,0,0,2,0,0,0,0,1,2
Affoltern im Emmental,0,3,0,3,0,0,0,1,0,2
Dürrenroth,0,1,0,4,0,0,0,0,0,2
Eriswil,0,0,0,3,0,0,1,2,0,2
Huttwil,1,1,0,37,1,0,0,3,0,2
Lützelflüh,0,1,1,27,0,0,0,12,0,2
Rüegsau,0,1,1,17,1,0,0,1,0,2
Sumiswald,1,6,0,14,0,0,0,19,0,2
Trachselwald,0,1,0,1,0,0,0,0,0,2
Walterswil (BE),0,1,0,0,0,0,0,0,0,2
Wyssachen,1,0,0,4,0,0,0,0,0,2
Attiswil,0,0,0,12,1,0,0,0,0,2
Berken,0,0,0,0,0,0,0,0,0,2
Bettenhausen,0,0,0,6,0,4,0,0,0,2
Farnern,0,1,1,1,0,0,0,1,0,2
Graben,1,0,0,1,1,0,0,0,0,2
Heimenhausen,0,0,0,11,1,0,0,0,0,2
Herzogenbuchsee,0,2,0,39,0,3,0,1,0,2
Inkwil,1,0,0,8,0,0,0,0,0,2
Niederbipp,0,2,0,31,0,7,0,10,0,2
Niederönz,0,0,0,15,0,1,0,0,0,2
Oberbipp,2,2,0,29,0,0,2,0,0,2
Ochlenberg,0,0,0,1,0,0,0,0,0,2
Rumisberg,0,2,0,4,0,0,0,0,1,2
Seeberg,0,1,0,13,1,0,0,0,0,2
Thörigen,0,0,0,19,0,0,0,0,0,2
Walliswil bei Niederbipp,0,0,0,6,0,0,0,0,0,2
Walliswil bei Wangen,0,0,0,5,0,0,0,0,0,2
Wangen an der Aare,0,0,0,11,0,0,0,8,1,2
Wiedlisbach,0,1,1,23,0,0,0,0,0,2
Doppleschwand,0,0,0,13,0,0,0,0,0,3
Entlebuch,0,8,0,19,0,0,0,5,0,3
Flühli,0,4,1,18,1,0,0,1,0,3
Hasle (LU),0,2,0,27,0,0,0,1,0,3
Romoos,0,3,0,7,0,0,0,0,0,3
Schüpfheim,1,3,0,33,0,0,0,0,0,3
Werthenstein,0,4,0,13,0,0,0,18,0,3
Escholzmatt-Marbach,0,4,1,34,0,0,0,10,0,3
Aesch (LU),0,1,1,35,1,0,0,1,0,3
Ballwil,1,0,0,10,0,0,0,0,0,3
Emmen,0,0,0,54,0,15,0,34,0,3
Ermensee,0,0,0,12,3,0,0,4,0,3
Eschenbach (LU),0,1,0,16,0,0,0,9,0,3
Hitzkirch,0,0,4,57,0,1,0,14,1,3
Hochdorf,0,1,0,53,2,0,0,2,0,3
Hohenrain,0,1,0,15,1,0,0,1,0,3
